Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
Contemporary Fiction,0,0,50000000,Based on Book/Short Story,81022333,Congo,9-Jun-1995,Frank Marshall,21,Adventure,152022333,Paramount Pictures,PG-13,4.6,17954
Fantasy,0,0,20000000,Based on Book/Short Story,38264085,Conan the Barbarian,14-May-1982,John Milius,76,Action,38264085,Universal,,6.8,38886
Fantasy,0,0,18000000,Based on Book/Short Story,26400000,Conan the Destroyer,29-Jun-1984,Richard Fleischer,29,Action,26400000,Universal,,5.4,20368
Contemporary Fiction,0,0,3250000,Original Screenplay,6965361,Class of 1984,20-Aug-1982,,0,Drama,6965361,United Film Distribution Co.,,6.3,2945
Historical Fiction,0,0,15000000,Based on Book/Short Story,1953732,The Clan of the Cave Bear,17-Jan-1986,,13,Adventure,1953732,Warner Bros.,,4.9,2763
Factual,0,0,200000,Based on Real Life Events,7033,The Case of the Grinning Cat,21-Jul-2006,,0,Documentary,7033,First Run/Icarus,Not Rated,0,0
Contemporary Fiction,0,0,180000,Original Screenplay,925402,Bacheha-Ye aseman,22-Jan-1999,,0,Comedy,925402,Miramax,PG,8,6657
,0,0,3000000,,32653000,Coming Home,1978,Hal Ashby,81,,32653000,,,7.3,4410
,0,0,12000000,,0,Nanjing! Nanjing!,17-Nov-2009,,0,,20000000,National Geographic Entertainment,R,7.6,1725
Contemporary Fiction,0,0,14000000,Based on Real Life Events,68856263,Cool Runnings,1-Oct-1993,Jon Turteltaub,73,Comedy,155056263,Walt Disney Pictures,,6.5,24533
,0,0,1700000,,9700000,Conquest of the Planet of the Apes,1972,Jack Lee Thompson,44,,9700000,,,5.8,6188
,0,0,10000,,94596,Cure,6-Jul-2001,,0,,94596,,Not Rated,7.4,2724
Contemporary Fiction,0,0,5000000,Original Screenplay,174803506,Crocodile Dundee,26-Sep-1986,,88,Comedy,328000000,Paramount Pictures,,6.5,27277
Contemporary Fiction,0,0,10000,Original Screenplay,673780,Dayereh,9-Mar-2001,,0,Drama,673780,WinStar Cinema,Not Rated,7.3,1851
Historical Fiction,0,0,4500000,Based on Book/Short Story,713413,Karakter,27-Mar-1998,,0,Drama,713413,Sony Pictures Classics,R,7.8,5531
Fantasy,0,0,8000000,Based on Book/Short Story,20036244,Creepshow,10-Nov-1982,George A. Romero,67,Horror,20036244,Warner Bros.,,6.5,12530
Fantasy,0,0,3500000,Based on Book/Short Story,14000000,Creepshow 2,1-May-1987,,26,Horror,14000000,New World,,5.4,5910
Contemporary Fiction,0,0,4000000,Original Screenplay,62546695,The Crying Game,25-Nov-1992,Neil Jordan,100,Drama,62546695,Miramax,R,7.3,21195
Contemporary Fiction,0,0,55000000,Original Screenplay,91387195,Crimson Tide,12-May-1995,Tony Scott,86,Action,159387195,Walt Disney Pictures,R,7.2,33354
Historical Fiction,0,0,14000000,Based on Book/Short Story,1000000,Caravans,1978,,0,Adventure,1000000,Universal,,5.8,173
,0,0,820000,,0,Crying With Laughter,31-Dec-2009,,0,,0,,,0,0
Contemporary Fiction,0,0,500000,Original Screenplay,0,Fengkuang de Shitou,30-Jun-2006,,0,Black Comedy,3000000,,,7.6,1209
Historical Fiction,0,0,950000,Based on Play,10462500,Casablanca,1942,Michael Curtiz,97,Drama,10462500,Warner Bros.,,8.8,167939
Historical Fiction,0,0,52000000,Based on Book/Short Story,42438300,Casino,22-Nov-1995,Martin Scorsese,81,Drama,110400000,Universal,R,8.1,108634
Fantasy,0,0,55000000,Based on TV,100328194,Casper,26-May-1995,Brad Silberling,41,Comedy,282300000,Universal,PG,5.7,26121
Contemporary Fiction,0,0,20000000,Original Screenplay,2000000,Can't Stop the Music,1980,,0,Musical,2000000,,,3.5,2146
Historical Fiction,0,0,18000000,Based on Book/Short Story,24911670,Catch-22,24-Jun-1970,Mike Nichols,87,Comedy,24911670,Paramount Pictures,,7.1,9671
Contemporary Fiction,0,111,40000000,Original Screenplay,20278055,City Hall,16-Feb-1996,Harold Becker,55,Drama,20278055,Sony Pictures,R,6.1,9908
Historical Fiction,0,0,92000000,Original Screenplay,10017322,Cutthroat Island,22-Dec-1995,Renny Harlin,45,Adventure,10017322,MGM,PG-13,5.3,10346
Historical Fiction,0,0,10000000,Based on Book/Short Story,244465,La femme de chambre du Titanic,14-Aug-1998,,0,Drama,244465,MGM,,6.8,822
Fantasy,0,0,134000,Original Screenplay,4000000,Cat People,16-Nov-1942,,91,Drama,8000000,RKO Radio Pictures,,5.9,6791
Historical Fiction,0,115,46000000,Original Screenplay,59003384,Courage Under Fire,12-Jul-1996,Edward Zwick,85,Drama,100833145,20th Century Fox,R,6.6,19682
Historical Fiction,0,0,5000000,Original Screenplay,5321508,C'era una volta il West,28-May-1969,Sergio Leone,0,Western,5321508,Paramount Pictures,PG-13,8.8,74184
Contemporary Fiction,0,0,1600000,Original Screenplay,4420000,The Conversation,7-Apr-1974,Francis Ford Coppola,98,Thriller/Suspense,4420000,Paramount Pictures,,8.1,33005
Contemporary Fiction,0,0,7000,Original Screenplay,70071,Cavite,26-May-2006,,0,Thriller/Suspense,71644,Truly Indie,Not Rated,6,487
Contemporary Fiction,0,0,20000000,Original Screenplay,32051917,Copycat,27-Oct-1995,Jon Amiel,75,Thriller/Suspense,32051917,Warner Bros.,R,6.5,17182
Science Fiction,0,0,7000000,Original Screenplay,4372561,Dark Angel,28-Sep-1990,,0,Action,4372561,Triumph Releasing,,5.3,3396
Historical Fiction,0,0,12000000,Based on Book/Short Story,11487676,"Boot, Das",10-Feb-1982,Wolfgang Petersen,0,Drama,84970337,Sony/Columbia,R,4.3,2184
Contemporary Fiction,0,0,7000000,Original Screenplay,25532388,Desperado,25-Aug-1995,Robert Rodriguez,61,Action,25532388,Sony Pictures,R,7,51515
Contemporary Fiction,0,0,16000000,Original Screenplay,127175374,Dumb & Dumber,16-Dec-1994,Bobby Farrelly,0,Comedy,246400000,New Line,PG-13,7.2,88093
,0,0,7200000,Based on Book/Short Story,43800000,Diamonds Are Forever,17-Dec-1971,Guy Hamilton,67,Action,116000000,MGM,,6.7,25354
Fantasy,0,0,15000000,Based on Book/Short Story,9579068,The Dark Half,23-Apr-1993,George A. Romero,0,Horror,9579068,Orion Pictures,,5.7,5488
,0,0,400000,,423,The Dark Hours,13-Oct-2005,,0,Horror,423,Freestyle Releasing,R,6.3,2804
Contemporary Fiction,0,108,115000000,Original Screenplay,67163857,Dante's Peak,7-Feb-1997,Roger Donaldson,28,Drama,178200000,Universal,PG-13,5.6,23472
Contemporary Fiction,0,115,80000000,Original Screenplay,32908290,Daylight,6-Dec-1996,Rob Cohen,22,Action,158908290,Universal,PG-13,5.4,20052
Super Hero,0,0,47000000,Based on Comic/Graphic Novel,103738726,Dick Tracy,15-Jun-1990,Warren Beatty,65,Action,162738726,Walt Disney Pictures,,5.9,25364
,0,0,5000000,,84733,Decoys,27-Feb-2004,,0,,84733,,R,4.4,2486
,0,0,1500000,,5100000,Dawn of the Dead,20-Apr-1979,,0,Horror,55000000,United Film Distribution Co.,,7.4,73875
Fantasy,0,0,30000000,Based on TV,113502246,The Addams Family,22-Nov-1991,Barry Sonnenfeld,59,Comedy,191502246,Paramount Pictures,,6.6,28907
Fantasy,0,0,55000000,Original Screenplay,58422650,Death Becomes Her,31-Jul-1992,Robert Zemeckis,53,Comedy,149022650,Universal,,6,27681
Science Fiction,0,0,1300000,Original Screenplay,210904,Def-Con 4,15-Mar-1985,,0,Action,210904,New World,,3.8,639
Contemporary Fiction,0,0,16400000,Original Screenplay,95860116,Dead Poets' Society,2-Jun-1989,Peter Weir,86,Drama,239500000,Walt Disney Pictures,,7.8,89662
,0,0,1200000,,3700000,The Day the Earth Stood Still,4-Mar-2003,,94,,3700000,,,5.5,51517
,0,0,25000,,45000000,Deep Throat,30-Jun-1972,,0,,45000000,,,5.2,3075
Fantasy,0,0,10000000,Based on Book/Short Story,20766000,The Dead Zone,21-Oct-1983,David Cronenberg,0,Horror,20766000,Paramount Pictures,,7.3,19485
Contemporary Fiction,0,0,70000000,Based on Book/Short Story,117323878,Die Hard 2,3-Jul-1990,Renny Harlin,0,Action,239814025,20th Century Fox,,7,79636
Contemporary Fiction,0,0,90000000,Based on Book/Short Story,100012499,Die Hard: With a Vengeance,19-May-1995,John McTiernan,0,Action,364480746,20th Century Fox,R,7.4,87437
Fantasy,0,108,57000000,Original Screenplay,51364680,Dragonheart,31-May-1996,Rob Cohen,50,Adventure,104364680,Universal,PG-13,6.2,26309
Contemporary Fiction,0,0,28000000,Based on Book/Short Story,81350242,Die Hard,15-Jul-1988,John McTiernan,94,Action,139109346,20th Century Fox,,7.3,237
Historical Fiction,0,0,5000000,Original Screenplay,12592907,Diner,2-Apr-1982,Barry Levinson,96,Comedy,12592907,MGM,,7.1,7803
,0,0,1600000,Original Screenplay,129319,Dil Jo Bhi Kahey...,23-Sep-2005,,0,Drama,129319,Eros Entertainment,Not Rated,5,159
Contemporary Fiction,0,0,25000000,Original Screenplay,22032635,Don Juan DeMarco,7-Apr-1995,,73,Drama,22032635,New Line,PG-13,6.6,20386
Fantasy,0,0,12000000,Original Screenplay,21089146,Tales from the Crypt: Demon Knight,13-Jan-1995,,0,Horror,21089146,Universal,R,6.4,6430
,0,0,17000000,,0,Damnation Alley,21-Oct-1977,,0,,0,,,4.7,1655
Dramatization,0,0,11000000,Based on Real Life Events,39387284,Dead Man Walking,29-Dec-1995,Tim Robbins,94,Drama,83088295,Gramercy,R,7.6,32159
Historical Fiction,0,0,19000000,Based on Book/Short Story,184208842,Dances with Wolves,9-Nov-1990,Kevin Costner,76,Western,424200000,Orion Pictures,,8,71399
Historical Fiction,0,0,14000000,Based on Book/Short Story,34700000,Dangerous Liaisons,21-Dec-1988,Stephen Frears,93,Drama,34700000,Warner Bros.,,7.7,25761
,0,0,2686000,,6600000,Donovan's Reef,1963,John Ford,60,,6600000,,,6.6,2907
,0,0,9000000,,349618,Due occhi diabolici,25-Oct-1991,,0,,349618,,,5.9,2059
Contemporary Fiction,0,0,16000000,Original Screenplay,29090445,Double Impact,9-Aug-1991,Sheldon Lettich,8,Action,29090445,Sony Pictures,,4.7,10426
Dramatization,0,0,40000000,Based on Real Life Events,34167219,The Doors,1-Mar-1991,Oliver Stone,57,Drama,34167219,Sony Pictures,,7,29750
,0,0,3500000,,5804262,Day of the Dead,3-Jul-1985,George A. Romero,78,Horror,34004262,United Film Distribution Co.,,4.5,8395
Contemporary Fiction,0,0,60000000,Original Screenplay,82670733,Days of Thunder,27-Jun-1990,Tony Scott,40,Action,157670733,Paramount Pictures,,5.4,25395
,0,0,1100000,,39659,Dracula: Pages from a Virgin's Diary,14-May-2003,,0,,84788,,Not Rated,7,1013
Factual,0,0,170000,Based on Real Life Events,14000,Dolphin,"June, 1979",,0,Documentary,14000,,,5.8,134
Science Fiction,0,0,300000,Based on Book/Short Story,0,Death Race 2000,1-Apr-1975,,84,,0,,R,6.1,10015
,0,0,7200000,,0,Drei,TBD,Tom Tykwer,0,,0,,,0,0
,0,0,2650000,Original Screenplay,16556,The Dress,16-Jan-1998,,0,Drama,16556,Attitude Films,Not Rated,7.6,1844
,0,0,15000000,Original Screenplay,50000000,The Deer Hunter,1979,Michael Cimino,0,Drama,50000000,Universal,,8.2,88095
Fantasy,0,0,18000000,Original Screenplay,6000000,Dragonslayer,26-Jun-1981,,82,Action,6000000,Paramount Pictures,,6.8,4945
Historical Fiction,0,0,7500000,Based on Play,106593296,Driving Miss Daisy,13-Dec-1989,Bruce Beresford,78,Drama,106593296,Warner Bros.,,7.5,22566
,0,0,6500000,,31899000,Dressed to Kill,1-Jan-1980,Brian De Palma,84,,31899000,,,7.1,9556
Contemporary Fiction,0,0,6000000,Original Screenplay,26004026,Do the Right Thing,30-Jun-1989,Spike Lee,98,Comedy,26004026,Universal,,7.9,26877
Science Fiction,0,0,45000000,Based on Book/Short Story,27447471,Dune,14-Dec-1984,David Lynch,62,Action,27447471,Universal,,6.5,38489
Factual,0,0,6000000,Based on Real Life Events,7714996,Dolphins and Whales Tribes of the Ocean 3D,15-Feb-2008,,0,Documentary,17252287,3D Entertainment,Not Rated,0,0
,0,0,1200000,,58936,Down & Out with the Dolls,21-Mar-2003,,0,,58936,Indican Pictures,R,5.8,75
Contemporary Fiction,0,0,1000000,Original Screenplay,542909,Dream With The Fishes,20-Jun-1997,,58,Drama,542909,Sony Pictures Classics,R,6.6,1188
Historical Fiction,0,0,11000000,Based on Book/Short Story,111721000,Doctor Zhivago,22-Dec-1965,David Lean,84,Drama,111721000,MGM,PG-13,8,27671
,0,0,375000,,2400000,The Evil Dead,15-Apr-1983,Sam Raimi,0,Horror,29400000,New Line,NC-17,7.6,45030
Fantasy,0,0,3500000,,5923044,Evil Dead II,13-Mar-1987,Sam Raimi,0,Horror,5923044,Rosebud Releasing,,7.9,44214
Fantasy,0,0,11000000,,11502976,Army of Darkness,19-Feb-1993,Sam Raimi,0,Horror,21502976,Universal,R,7.6,55671
,0,0,1800000,,673,Ed and his Dead Mother,1993,,50,,673,,,5.6,829
Fantasy,0,0,20000000,Original Screenplay,53976987,Edward Scissorhands,7-Dec-1990,Tim Burton,91,Comedy,53976987,20th Century Fox,,8,102485
Dramatization,0,0,18000000,Based on Book/Short Story,5828466,Ed Wood,30-Sep-1994,Tim Burton,91,Comedy,5828466,Walt Disney Pictures,R,8.1,74171
,0,0,5000000,,15000000,The Egyptian,1954,Michael Curtiz,0,,15000000,,,6.2,1097
Contemporary Fiction,0,0,20000000,Original Screenplay,9725847,Everyone Says I Love You,6-Dec-1996,Woody Allen,80,Musical,34600000,Miramax,R,6.8,16481
,0,0,5000000,,26010864,The Elephant Man,3-Oct-1980,David Lynch,91,,26010864,,,8.4,58194
Historical Fiction,0,111,5900000,Based on Book/Short Story,22231658,Emma,2-Aug-1996,,0,Romantic Comedy,37831658,Miramax,PG,6.8,13798
Science Fiction,10027926,0,23000000,Original Screenplay,290271960,Star Wars Ep. V: The Empire Strikes Back,21-May-1980,,0,Adventure,534171960,20th Century Fox,PG,0,0
Science Fiction,0,0,6000000,Original Screenplay,25244700,Escape from New York,10-Jul-1981,John Carpenter,82,Action,25244700,Avco Embassy,,7.1,34497
Science Fiction,0,101,50000000,Original Screenplay,25426861,Escape from L.A.,9-Aug-1996,John Carpenter,56,Action,25426861,Paramount Pictures,R,5.3,23262
Science Fiction,0,0,2500000,,12300000,Escape from the Planet of the Apes,1971,,78,,12300000,,,6.1,7686
Contemporary Fiction,0,115,100000000,Original Screenplay,101295562,Eraser,21-Jun-1996,Chuck Russell,34,Action,234400000,Warner Bros.,R,5.9,37287
,0,0,100000,,7000000,Eraserhead,1977,David Lynch,90,,7000000,,,7.4,26595
,0,0,2000000,Based on Book/Short Story,18016290,Everything You Always Wanted to Know,11-Aug-1972,Woody Allen,0,Comedy,18016290,MGM,,0,0
Science Fiction,0,0,10500000,Original Screenplay,435110554,ET: The Extra-Terrestrial,11-Jun-1982,Steven Spielberg,0,Drama,792910554,Universal,PG,7.9,105028
,0,0,13000000,,1152117,Excessive Force,14-May-1993,,0,,1152117,,,4.7,537
,0,0,14000000,,25011000,Exorcist II: The Heretic,17-Jun-1977,John Boorman,0,Horror,25011000,,,3.5,7849
Contemporary Fiction,0,0,1500000,Original Screenplay,5046118,Exotica,23-Sep-1994,Atom Egoyan,96,Drama,5046118,Miramax,R,7.1,8402
,0,0,5000000,,7100000,Force 10 from Navarone,22-Dec-1978,Guy Hamilton,64,Action,7100000,Sony/Columbia,,6,5917
,0,0,5000000,,11000000,A Farewell To Arms,1957,John Huston,0,,11000000,,,6.6,1655
Contemporary Fiction,0,0,14000000,Original Screenplay,156645693,Fatal Attraction,18-Sep-1987,Adrian Lyne,81,Thriller/Suspense,320100000,Paramount Pictures,,6.8,22328
,0,0,3000000,,13200000,Family Plot,9-Apr-1976,Alfred Hitchcock,95,,13200000,Universal,,6.8,7290
,0,0,400000,Original Screenplay,31425,Fabled,10-Dec-2004,Ari S. Kirschenbaum,0,Horror,31425,Indican Pictures,R,5.4,146
Science Fiction,0,0,1500000,Original Screenplay,0,Fetching Cody,17-Mar-2006,,0,Comedy,0,,,6.7,535
,0,0,2200000,,41158757,The French Connection,9-Oct-1971,William Friedkin,98,,41158757,,,7.9,33674
Fantasy,0,107,20000000,Original Screenplay,25728961,From Dusk Till Dawn,19-Jan-1996,Robert Rodriguez,63,Horror,25728961,Miramax/Dimension,R,7.1,80234
,0,0,550000,,39754601,Friday the 13th,9-May-1980,,60,Horror,59754601,Paramount Pictures,,5.6,26798
Contemporary Fiction,0,0,2250000,,36690067,Friday the 13th Part 3,13-Aug-1982,Steve Miner,14,Horror,36690067,Paramount Pictures,,5.5,13395
Fantasy,0,0,2600000,,32980880,Friday the 13th Part IV: The Final Chapter,13-Apr-1984,,0,Horror,32980880,Paramount Pictures,,0,0
Contemporary Fiction,0,0,2200000,,21930418,Friday the 13th Part V: A New Beginning,22-Mar-1985,,0,Horror,21930418,Paramount Pictures,,0,0
Fantasy,0,0,3000000,,19472057,Friday the 13th Part VI: Jason Lives,1-Aug-1986,,0,Horror,19472057,Paramount Pictures,,0,0
Fantasy,0,0,2800000,,19170001,Friday the 13th Part VII: The New Blood,13-May-1988,,0,Horror,19170001,Paramount Pictures,,4.6,8916
Fantasy,0,0,5000000,,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,28-Jul-1989,,0,Horror,14343976,Paramount Pictures,,3.9,10113
Fantasy,0,0,3000000,,15935068,Jason Goes to Hell: The Final Friday,13-Aug-1993,,0,Horror,15935068,New Line,,4.1,8733
Historical Fiction,0,0,600000,Original Screenplay,4300000,Per qualche dollaro in pi˘,10-May-1967,Sergio Leone,0,Western,4300000,MGM,,8.2,44204
Historical Fiction,0,0,200000,Remake,3500000,Per un pugno di dollari,18-Jan-1967,Sergio Leone,0,Western,3500000,United Artists,,8,39929
,0,0,19000000,,4750000,The Fall of the Roman Empire,1-Jan-1964,,100,,4750000,,,6.6,3184
,0,0,1250000,,21722776,Friday the 13th Part 2,30-Apr-1981,Steve Miner,33,Horror,21722776,,,5.5,13395
Contemporary Fiction,0,0,13000000,Based on Play,2104439,Faithful,5-Apr-1996,Paul Mazursky,7,Black Comedy,2104439,New Line,R,5.7,989
Contemporary Fiction,0,0,50000000,Based on Book/Short Story,11497497,Fair Game,3-Nov-1995,,13,Action,11497497,Warner Bros.,R,6.6,194
Contemporary Fiction,0,0,33000000,Based on Play,141340178,A Few Good Men,11-Dec-1992,Rob Reiner,83,Drama,236500000,Sony Pictures,,7.6,63541
Contemporary Fiction,0,0,44000000,Based on TV,183875760,The Fugitive,6-Aug-1993,Andrew Davis,94,Thriller/Suspense,368900000,Warner Bros.,PG-13,7.8,96914
,0,0,1650000,,30500000,From Here to Eternity,5-Aug-1953,Fred Zinnemann,86,,30500000,,,7.9,15115
,0,90,300000,,87264,First Morning,15-Jul-2005,,0,Drama,87264,Illuminare,PG-13,0,0
,0,0,4000000,,302204,Shooting Fish,1-May-1998,,0,,302204,Fox Searchlight,PG,6.4,4849
Dramatization,0,0,11000000,Based on Real Life Events,20388920,F.I.S.T,13-Apr-1978,Norman Jewison,0,Drama,20388920,United Artists,,6.2,2737
Contemporary Fiction,0,0,7000000,Original Screenplay,90463574,Flashdance,15-Apr-1983,Adrian Lyne,29,Drama,201463574,Paramount Pictures,,5.6,12485
Contemporary Fiction,0,98,30000000,Original Screenplay,17192205,Fled,19-Jul-1996,,14,Action,19892205,MGM,R,4.9,4215
Science Fiction,0,0,35000000,Based on Comic/Graphic Novel,27107960,Flash Gordon,5-Dec-1980,,81,Action,27107960,Universal,,6.2,14894
Historical Fiction,0,0,45000000,Based on TV,130531208,The Flintstones,27-May-1994,Brian Levant,20,Comedy,358500000,Universal,PG,4.6,26521
Historical Fiction,0,0,35000000,Based on Book/Short Story,14471440,Flight of the Intruder,18-Jan-1991,John Milius,0,Action,14471440,Paramount Pictures,,5.3,2592
Science Fiction,0,0,26000000,Original Screenplay,61308153,Flatliners,10-Aug-1990,Joel Schumacher,52,Thriller/Suspense,61308153,Sony Pictures,R,6.4,23295
,0,0,6000000,,181798,The Flower of Evil,10-Oct-2003,,64,,181798,,R,0,0
,0,0,30000,Original Screenplay,77070,Funny Ha Ha,29-Apr-2005,,0,Comedy,77070,Goodbye Cruel Releasing,Not Rated,6.1,1138
Historical Fiction,0,0,12500000,Original Screenplay,1212799,The Funeral,1-Nov-1996,Abel Ferrara,83,Drama,1412799,October Films,R,6.4,4084
Multiple Creative Types,0,0,2280000,Compilation,83320000,Fantasia,13-Nov-1940,,98,Musical,83320000,Walt Disney Pictures,,7.8,29914
Kids Fiction,0,75,80000000,Compilation,60507228,Fantasia 2000 (IMAX),1-Jan-2000,,0,Musical,60507228,Walt Disney Pictures,G,0,0
,0,0,1000000,,21378361,The Fog,1-Feb-1980,John Carpenter,69,Horror,21378361,Avco Embassy,,3.3,15760
Historical Fiction,0,0,55000000,Based on Book/Short Story,329694499,Forrest Gump,6-Jul-1994,Robert Zemeckis,70,Drama,679400525,Paramount Pictures,PG-13,8.6,300455
Science Fiction,0,0,12000000,Original Screenplay,6730578,Fortress,3-Sep-1993,,36,Action,46730578,Miramax,,5.5,7026
Historical Fiction,0,0,9000000,Based on Musical/Opera,80500000,Fiddler on the Roof,1-Jan-1971,Norman Jewison,88,Musical,80500000,United Artists,,7.7,14260
Contemporary Fiction,0,0,4000000,Based on Play,15000000,The Front Page,17-Dec-1974,Billy Wilder,67,Comedy,15000000,Universal,,7.2,3875
Contemporary Fiction,0,0,14000000,Based on Book/Short Story,47212904,First Blood,22-Oct-1982,Ted Kotcheff,0,Action,125212904,Orion Pictures,R,7.4,56369
Contemporary Fiction,0,0,3500000,Original Screenplay,27467564,Friday,26-Apr-1995,F. Gary Gray,77,Comedy,27936778,New Line,R,7,21623
Contemporary Fiction,0,0,2000000,Original Screenplay,0,Freeze Frame,10-Dec-2004,,83,Thriller/Suspense,91062,First Look,R,6.3,1723
Science Fiction,0,0,21000000,Based on Book/Short Story,45785720,Firefox,18-Jun-1982,Clint Eastwood,42,Action,45785720,Warner Bros.,,5.6,9348
Contemporary Fiction,0,87,7000000,Based on Real Life Events,24567751,Fargo,8-Mar-1996,Joel Coen,94,Thriller/Suspense,51204567,Gramercy,R,8.3,165159
Historical Fiction,0,0,75000000,Traditional/Legend/Fairytale,37361412,First Knight,7-Jul-1995,Jerry Zucker,45,Drama,127361412,Sony Pictures,PG-13,5.6,20928
